X,Y,Z
0.000835418701171875,0.004627227783203125,0.0
0.00077056884765625,0.00469970703125,0.0
0.000835418701171875,0.004650115966796875,0.0
0.000812530517578125,0.00487518310546875,0.0
0.000823974609375,0.00466156005859375,0.0
0.00116729736328125,0.005146026611328125,0.0
0.00135040283203125,0.005523681640625,0.0
0.00089263916015625,0.004810333251953125,0.0
0.001220703125,0.005481719970703125,0.0
0.00104522705078125,0.005321502685546875,0.0
0.001007080078125,0.005584716796875,0.0
0.001598358154296875,0.006317138671875,0.0
0.00157928466796875,0.006664276123046875,0.0
0.00174713134765625,0.00612640380859375,0.0
0.001781463623046875,0.00681304931640625,0.0
0.00215911865234375,0.00713348388671875,0.0
0.001678466796875,0.007038116455078125,0.0
0.00138092041015625,0.006855010986328125,0.0
0.001239776611328125,0.00685882568359375,0.0
0.00093841552734375,0.00650787353515625,0.0
0.001354217529296875,0.006977081298828125,0.0
0.001941680908203125,0.007152557373046875,0.0
0.002166748046875,0.00707244873046875,0.0
0.00199127197265625,0.00720977783203125,0.0
0.000713348388671875,0.006549835205078125,0.0
0.000774383544921875,0.006786346435546875,0.0
0.000812530517578125,0.006439208984375,0.0
0.001232147216796875,0.006877899169921875,0.0
0.00152587890625,0.006683349609375,0.0
0.001567840576171875,0.006916046142578125,0.0
0.00127410888671875,0.00687408447265625,0.0
0.00138092041015625,0.006793975830078125,0.0
0.00069427490234375,0.00664520263671875,0.0
0.000286102294921875,0.00621795654296875,0.0
0.00046539306640625,0.00616455078125,0.0
0.000396728515625,0.006061553955078125,0.0
0.000171661376953125,0.005840301513671875,0.0
0.00019073486328125,0.005840301513671875,0.0
0.000354766845703125,0.006084442138671875,0.0
0.000408172607421875,0.00600433349609375,0.0
0.000530242919921875,0.006092071533203125,0.0
0.000476837158203125,0.006183624267578125,0.0
0.000408172607421875,0.005859375,0.0
0.000335693359375,0.00600433349609375,0.0
0.00031280517578125,0.005817413330078125,0.0
0.00012969970703125,0.005828857421875,0.0
0.000225067138671875,0.005992889404296875,0.0
0.00048065185546875,0.00559234619140625,0.0
-0.00017547607421875,0.00514984130859375,0.0
-0.000621795654296875,0.004932403564453125,0.0
0.000141143798828125,0.004924774169921875,0.0
-0.000621795654296875,0.00432586669921875,0.0
-0.000396728515625,0.00461578369140625,0.0
-0.0009765625,0.00276947021484375,0.0
-0.001010894775390625,0.00119781494140625,0.0
-0.001415252685546875,0.000835418701171875,0.0
-0.001415252685546875,0.000385284423828125,0.0
-0.0006561279296875,0.001140594482421875,0.0
-0.00148773193359375,0.001331329345703125,0.0
-0.00012969970703125,0.00377655029296875,0.0
-0.000560760498046875,0.00292205810546875,0.0
-0.00072479248046875,0.004840850830078125,0.0
-0.001285552978515625,0.00292205810546875,0.0
-0.001007080078125,0.003692626953125,0.0
-0.00077056884765625,0.004962921142578125,0.0
-0.000789642333984375,0.004863739013671875,0.0
-0.00084686279296875,0.00470733642578125,0.0
-0.000690460205078125,0.004657745361328125,0.0
-0.00048065185546875,0.00495147705078125,0.0
-0.0004730224609375,0.004974365234375,0.0
-0.000392913818359375,0.00496673583984375,0.0
-0.00040435791015625,0.005138397216796875,0.0
-0.00051116943359375,0.00522613525390625,0.0
-0.000751495361328125,0.0050048828125,0.0
-0.00070953369140625,0.005199432373046875,0.0
-0.0004119873046875,0.00531768798828125,0.0
-0.000453948974609375,0.004840850830078125,0.0
-0.00045013427734375,0.00487518310546875,0.0
-0.00032806396484375,0.0047607421875,0.0
-0.00091552734375,0.004852294921875,0.0
0.00030517578125,0.005237579345703125,0.0
0.0003662109375,0.005474090576171875,0.0
-0.00061798095703125,0.005634307861328125,0.0
-0.00063323974609375,0.006023406982421875,0.0
0.000102996826171875,0.005962371826171875,0.0
0.000213623046875,0.005970001220703125,0.0
0.00019073486328125,0.00604248046875,0.0
0.00017547607421875,0.00591278076171875,0.0
0.000274658203125,0.006072998046875,0.0
0.000354766845703125,0.005939483642578125,0.0
0.00046539306640625,0.006275177001953125,0.0
0.000225067138671875,0.006134033203125,0.0
0.000446319580078125,0.00597381591796875,0.0
0.00030517578125,0.00615692138671875,0.0
0.000499725341796875,0.006114959716796875,0.0
0.0003662109375,0.00626373291015625,0.0
0.000316619873046875,0.00579071044921875,0.0
0.000518798828125,0.00595855712890625,0.0
0.000335693359375,0.00641632080078125,0.0
0.00018310546875,0.00682830810546875,0.0
0.00072479248046875,0.006500244140625,0.0
0.001392364501953125,0.006855010986328125,0.0
0.00141143798828125,0.006927490234375,0.0
0.00136566162109375,0.00672149658203125,0.0
0.000896453857421875,0.006641387939453125,0.0
0.00064849853515625,0.006641387939453125,0.0
0.00072479248046875,0.00673675537109375,0.0
0.000659942626953125,0.006610870361328125,0.0
0.00080108642578125,0.006542205810546875,0.0
0.00067138671875,0.006420135498046875,0.0
0.00040435791015625,0.005889892578125,0.0
0.00051116943359375,0.006153106689453125,0.0
0.00014495849609375,0.00655364990234375,0.0
0.000469207763671875,0.006103515625,0.0
0.000835418701171875,0.006572723388671875,0.0
0.000885009765625,0.00649261474609375,0.0
0.0013427734375,0.00682830810546875,0.0
0.002025604248046875,0.006977081298828125,0.0
0.00208282470703125,0.006702423095703125,0.0
0.00128173828125,0.005786895751953125,0.0
0.000988006591796875,0.005390167236328125,0.0
0.001117706298828125,0.00530242919921875,0.0
0.00106048583984375,0.005352020263671875,0.0
0.00083160400390625,0.004962921142578125,0.0
0.000804901123046875,0.004657745361328125,0.0
0.00083160400390625,0.00489044189453125,0.0
0.00075531005859375,0.00463104248046875,0.0
0.000804901123046875,0.004535675048828125,0.0
0.000804901123046875,0.004657745361328125,0.0
0.000926971435546875,0.004779815673828125,0.0
0.00147247314453125,0.00569915771484375,0.0
0.00110626220703125,0.005657196044921875,0.0
0.00200653076171875,0.007068634033203125,0.0
0.001781463623046875,0.007091522216796875,0.0
0.001323699951171875,0.00670623779296875,0.0
0.00115966796875,0.00675201416015625,0.0
0.000743865966796875,0.006664276123046875,0.0
0.000762939453125,0.00646209716796875,0.0
0.00055694580078125,0.006061553955078125,0.0
0.000316619873046875,0.006244659423828125,0.0
0.00055694580078125,0.00595855712890625,0.0
0.000396728515625,0.00617218017578125,0.0
0.000324249267578125,0.00601959228515625,0.0
0.00037384033203125,0.005962371826171875,0.0
0.000286102294921875,0.005901336669921875,0.0
3.0517578125e-05,0.006053924560546875,0.0
0.00020599365234375,0.00568389892578125,0.0
0.000213623046875,0.00583648681640625,0.0
0.00018310546875,0.00557708740234375,0.0
0.00041961669921875,0.00556182861328125,0.0
0.000347137451171875,0.00545501708984375,0.0
0.000377655029296875,0.00576019287109375,0.0
0.000560760498046875,0.00588226318359375,0.0
0.000415802001953125,0.00653076171875,0.0
0.000782012939453125,0.00676727294921875,0.0
0.000896453857421875,0.006500244140625,0.0
0.000591278076171875,0.00681304931640625,0.0
0.00078582763671875,0.006580352783203125,0.0
0.000690460205078125,0.006591796875,0.0
0.00069427490234375,0.00640869140625,0.0
0.00035858154296875,0.006092071533203125,0.0
0.00022125244140625,0.00640106201171875,0.0
3.0517578125e-05,0.00585174560546875,0.0
0.00026702880859375,0.005931854248046875,0.0
-0.00057220458984375,0.00594329833984375,0.0
-7.62939453125e-06,0.005645751953125,0.0
-0.00063323974609375,0.00604248046875,0.0
6.103515625e-05,0.00567626953125,0.0
-0.000469207763671875,0.005451202392578125,0.0
-0.00019073486328125,0.005523681640625,0.0
0.00035858154296875,0.005565643310546875,0.0
0.00030517578125,0.00551605224609375,0.0
-0.00023651123046875,0.005626678466796875,0.0
-0.00061798095703125,0.006061553955078125,0.0
-0.000179290771484375,0.00601959228515625,0.0
0.00012969970703125,0.005950927734375,0.0
0.00025177001953125,0.00586700439453125,0.0
-0.00057220458984375,0.00640106201171875,0.0
-0.000438690185546875,0.00543975830078125,0.0
0.000213623046875,0.005199432373046875,0.0
0.00034332275390625,0.005462646484375,0.0
-0.00052642822265625,0.005767822265625,0.0
-0.000667572021484375,0.00569915771484375,0.0
8.0108642578125e-05,0.005908966064453125,0.0
9.918212890625e-05,0.00580596923828125,0.0
9.1552734375e-05,0.005859375,0.0
0.00014495849609375,0.00594329833984375,0.0
0.00022125244140625,0.00572967529296875,0.0
0.000316619873046875,0.00616455078125,0.0
0.00029754638671875,0.005779266357421875,0.0
0.00035858154296875,0.00592041015625,0.0
0.00037384033203125,0.006786346435546875,0.0
0.00069427490234375,0.00685882568359375,0.0
0.000701904296875,0.00699615478515625,0.0
0.00069427490234375,0.006683349609375,0.0
0.000701904296875,0.006427764892578125,0.0
0.001140594482421875,0.006732940673828125,0.0
0.00160980224609375,0.00687408447265625,0.0
0.002124786376953125,0.007232666015625,0.0
0.00102996826171875,0.00560760498046875,0.0
0.00136566162109375,0.00551605224609375,0.0
0.0013427734375,0.005512237548828125,0.0
0.0010986328125,0.00545501708984375,0.0
0.001537322998046875,0.006175994873046875,0.0
0.001972198486328125,0.007049560546875,0.0
0.002025604248046875,0.007068634033203125,0.0
0.00200653076171875,0.007190704345703125,0.0
0.00209808349609375,0.007190704345703125,0.0
0.00217437744140625,0.007099151611328125,0.0
0.001434326171875,0.006927490234375,0.0
0.002124786376953125,0.00714874267578125,0.0
0.00116729736328125,0.005523681640625,0.0
0.000804901123046875,0.00493621826171875,0.0
0.000720977783203125,0.004474639892578125,0.0
0.00063323974609375,0.00432586669921875,0.0
0.000804901123046875,0.00391387939453125,0.0
0.000652313232421875,0.00359344482421875,0.0
0.000560760498046875,0.003032684326171875,0.0
0.000469207763671875,0.002899169921875,0.0
0.00051116943359375,0.00299072265625,0.0
0.000438690185546875,0.00311279296875,0.0
0.000560760498046875,0.00274658203125,0.0
-7.62939453125e-06,0.001873016357421875,0.0
-0.000179290771484375,0.001434326171875,0.0
0.00045013427734375,0.002429962158203125,0.0
0.000591278076171875,0.003559112548828125,0.0
0.00116729736328125,0.005706787109375,0.0
0.00199127197265625,0.007091522216796875,0.0
0.00092315673828125,0.00655364990234375,0.0
0.000713348388671875,0.006256103515625,0.0
0.000152587890625,0.005970001220703125,0.0
0.00041961669921875,0.005859375,0.0
0.00031280517578125,0.005859375,0.0
0.00043487548828125,0.005908966064453125,0.0
0.000518798828125,0.0062255859375,0.0
0.000335693359375,0.00618743896484375,0.0
0.00026702880859375,0.006389617919921875,0.0
0.0003662109375,0.006011962890625,0.0
0.00034332275390625,0.006267547607421875,0.0
0.000335693359375,0.00614166259765625,0.0
0.000324249267578125,0.006175994873046875,0.0
0.000354766845703125,0.006336212158203125,0.0
0.000579833984375,0.006366729736328125,0.0
