X,Y,Z
-0.526544423063349,0.8245434026861768,0.0
-0.5259826798820363,0.8250730514752136,0.0
-0.5256895256270425,0.824882653089265,0.0
-0.5254066574862593,0.8246989353484375,0.0
-0.5251803629736325,0.8245519611557754,0.0
-0.52499157800268,0.8267952320412079,0.0
-0.5247296591258018,0.8272165912956648,0.0
-0.5244726821145251,0.8276300003755096,0.0
-0.5243096005496763,0.8278923561377188,0.0
-0.5240476816727982,0.828313715392176,0.0
-0.5248696780966022,0.8306685496544443,0.0
-0.5248324981626356,0.8315040244780165,0.0
-0.5247925641594862,0.8324013863255574,0.0
-0.5254328199188535,0.8306741103046573,0.0
-0.5255568127024537,0.8308802144285665,0.0
-0.5256974968223077,0.8311140633383867,0.0
-0.5258334119889465,0.831339985166518,0.0
-0.526542845779542,0.8289777500595716,0.0
-0.5268126523329586,0.8286008859979154,0.0
-0.5270775533126769,0.8282308740101078,0.0
-0.5273571710134904,0.8278403058007548,0.0
-0.5282555465549149,0.8270966638140586,0.0
